system_id,artUrl,artTitle,artDate,artPoster,artCatagory,artContent,artComment,e_ip,insertedDate,dataSource
1,https://www.ptt.cc/bbs/TaiwanDrama/M.1678417463.A.07A.html,[情報]《模仿犯　CopycatKiller》正式預告,2023-03-10 11:03:59,sodabubble,TaiwanDrama,"《模仿犯　Copycat Killer》正式預告
https://fb.com/CopycatKillerNetflix/videos/1554787628360451
https://fb.com/netflixtw/videos/1084641182926513
正體中文(影片上傳：Netflix Asia)：
https://youtu.be/Sk-XhCaz5M0
英語(影片上傳：Netflix Asia)：
https://youtu.be/fWATsd9F_Kc
日本語(影片上傳：Netflix Japan)：
https://youtu.be/YwhDtMcykv4
Release date：2023/03/31(週五Friday)。
Netflix獨家華語影集《模仿犯》改編自日本推理女王宮部美幸同名暢銷小說，故事描述
90年代，一名擅長偵辦兇殺刑案的檢察官郭曉其（吳慷仁 飾）面對當時第一起的連續殺
人命案，以他心中衡量正義的那把尺對抗連續殺人案兇手，面對辦案過程中兇手不斷的挑
釁與隨之擴張的惡，讓曉其決心不惜染髒自己的手，賭上人生也要拖出兇手的犯案證據。
影集《模仿犯》將於3月31日在 Netflix 全球獨家上線。


Netflix exclusive Mandarin series Copycat Killer, a thriller based on famed
Japanese mystery writer Miyabe Miyuki’s bestselling novel of the same name,
is set in the 1990s and tells the story of Kuo Hsiao-chi (Wu Kang-ren), a
veteran homicide prosecutor handling his first-ever serial killer case, and
how he tries to bring justice to the perpetrator. With the murderer’s
repeated aggravations, Hsiao-chi is determined to find the key piece of
evidence to crack the case, even if it means putting his life on the line.
Copycat Killer is coming worldwide on 31 March, on Netflix only.
懸疑影集《模仿犯》凶手玩弄檢警 林心如怒罵社會寄生蟲
2023/03/06 11:59/2023/03/06 13:59/中央社/記者葉冠吟/編輯：李亨山/台北6日電
https://www.cna.com.tw/news/amov/202303060097.aspx
照片說明：演員林心如（圖）在懸疑影集「模仿犯」中飾演電視台當家主播，面對挑釁
玩弄媒體檢警的連續殺人案凶手，霸氣在鏡頭前開嗆：「你只是社會寄生蟲。」
（Netflix提供）中央社記者葉冠吟傳真 112年3月6日
照片說明：金鐘視帝吳慷仁（圖）在懸疑影集「模仿犯」中，詮釋擔任專責連續殺人案
的檢察官，面對逐漸失控的「惡」面露無力、日漸憔悴。（Netflix提供）中央社記者
葉冠吟傳真 112年3月6日
懸疑影集「模仿犯」今天曝光正式預告，連續命案主使者玩弄檢警、家屬、媒體，更對鏡
頭提問：「你相不相信，所有人都可能成為殺人凶手」，讓主播林心如霸氣開罵對方是社
會寄生蟲。

「模仿犯」改編自日本推理小說家宮部美幸同名小說，集結金獎影帝吳慷仁、影后柯佳嬿
、庹宗華、姚淳耀、范少勳、江宜蓉、夏騰宏擔綱主演，林心如特別演出。

在正式預告中，疑似連續殺人命案的幕後黑手Noh玩弄檢警與被害者家屬，媒體也淪為混
淆事件真相、操弄社會的媒介，讓飾演電視台當家主播林心如，壓抑不住怒火在節目中與
幕後主使者嗆聲、直球對決：「你只是一個無能、無用、無存在感的社會寄生蟲罷了，我
們跟你講什麼道理？」

對於凶手狂妄卻無從阻止的行徑，飾演男主角、專案檢察官的吳慷仁因案件繁重日漸憔悴
，黑眼圈逐漸加深、頭髮凌亂，最後更情緒潰堤。吳慷仁透過劇組坦言，當這樣的「惡」
發生在週遭時，誰都可能難以招架，人心究竟該何去何從也會是觀眾觀影中的反思，「當
有一個力量開始能夠操縱媒體，甚至操縱大家的眼球時，有時候人心、甚至我們的認知，
並不如想像的堅強」。

除了凶手操弄人心及媒體外，正式預告釋出更多命案關鍵線索。當檢警透過線索不斷接近
真相時，卻又出現更多嫌疑共犯，甚至連飾演柯佳嬿弟弟的夏騰宏也被捲入嫌疑犯之一。
從小姊弟倆相依為命、護弟心切的柯佳嬿，更為弟弟飆吼受害者家屬：「我弟他什麼都沒
有做！」卻迎來一記耳光，讓粉絲十分心疼。

製作人曾瀚賢最後指出，全劇拋出「是否成為殺人凶手」問題，只是善與惡的辯證過程的
一個開端，他們希望藉由改編，碰觸到原著作家宮部美幸最早想透過小說表達的內容，希
望讓觀眾重新思考與討論，每個人對善與惡的價值有不同答案，「也希望透過改編影集找
到一股良善的社會能量」。

「模仿犯」將於2023/03/31(週五Friday)，在Netflix上線。


《模仿犯　Copycat Killer》各篇花絮影片
https://www.facebook.com/CopycatKillerNetflix/videos
角色：演員 Cast
　　檢察官郭曉其：吳慷仁　WU Kang-Ren　　　　　ウー・カンレン
臨床心理師胡允慧：柯佳嬿　Alice KO　　　　 　　アリス・クー
　刑警　　林尚勇：庹宗華　TUO Tsung-Hua　　　　トゥオ・ツォンホァ
　新聞主播陳和平：姚淳耀　Jack YAO Chun-Yao　　ジャック・ヤオ
　夜店DJ　沈嘉文：范少勳　Fandy FAN　　　　　　フェンディ・ファン
　記者　　路妍真：江宜蓉　Cammy CHIANG I-Jong　キャミー・チャン
允慧的弟弟胡建和：夏騰宏　HSIA Teng-Hung　　　 シア・トンハン
　　　　　　大超：侯彥西　Phil HOU Yan-Xi　　　ホウ・イェンシー
　　　　　　　　：劉亮佐
林尚勇的女兒　　：邱偲琹　Ally CHIU


特別演出：
主播姚雅慈：林心如　Ruby LIN　ルビー・リン



工作人員

出品：網飛　Netflix, Inc.

製作公司 Production Partner：瀚草影視文化事業股份有限公司　Greener Grass
Production Co., Ltd.

製作人 Producer：曾瀚賢 Hank TSENG、湯昇榮
導演 Directors：張榮吉 CHANG Jung-Chi、張亨如 Henri CHANG Hen-Ru


官方社群媒體帳號　SNS：
https://fb.com/CopycatKillerNetflix
https://www.instagram.com/copycatkillernetflix
TW｜
https://www.netflix.com/tw/title/81461539
JP｜
https://www.netflix.com/jp/title/81461539
JP｜
https://www.netflix.com/jp-en/title/81461539
KR｜韓國語：
https://www.netflix.com/kr/title/81461539
KR｜英語：
https://www.netflix.com/kr-en/title/81461539
MY馬來西亞｜
https://www.netflix.com/my/title/81461539
TH（Thailand泰國）｜
https://www.netflix.com/th/title/81461539
VN越南｜
https://www.netflix.com/vn/title/81461539
PH（Philippines 菲律賓）｜
https://www.netflix.com/ph/title/81461539
BE比利時｜法文：
https://www.netflix.com/be-fr/title/81461539
CA（Canada加拿大）｜法文：
https://www.netflix.com/ca-fr/title/81461539
IT義大利：
https://www.netflix.com/it/title/81461539
UA（Ukraine烏克蘭）｜
https://www.netflix.com/ua/Title/81461539
KZ哈薩克｜
https://www.netflix.com/kz-ru/title/81461539
FI芬蘭｜
https://www.netflix.com/fi/title/81461539
HR（Croatia克羅埃西亞）｜
https://www.netflix.com/hr/Title/81461539
GR（Greece希臘）｜
https://www.netflix.com/gr/TITLE/81461539
ID（Indonesia印尼）｜
https://www.netflix.com/id/title/81461539
IN（India印度）｜
https://www.netflix.com/in-hi/title/81461539
RO（Romania 羅馬尼亞）｜
https://www.netflix.com/ro/title/81461539
VA梵蒂岡｜義大利文：
https://www.netflix.com/va/title/81461539
MD（Moldova摩爾多瓦）｜
https://www.netflix.com/md/title/81461539
SA（Saudi Arabia沙烏地阿拉伯）｜
https://www.netflix.com/sa/title/81461539","[{""cmtStatus"": ""推"", ""cmtPoster"": ""aax"", ""cmtContent"": "":這劇情感覺只取原著的精神，劇情架構不太一樣"", ""cmtDate"": ""2023-03-11 10:05:00""}, {""cmtStatus"": ""推"", ""cmtPoster"": ""chi76622"", ""cmtContent"": "":感覺很好看，但真的跟原著沒啥關係......"", ""cmtDate"": ""2023-03-11 16:01:00""}]",61.224.18.162,2023-03-11 02:28:46,ptt
2,https://www.ptt.cc/bbs/TaiwanDrama/M.1680076359.A.8EE.html,[新聞]最帥檢察官！柯佳嬿甜讚「木村慷仁」吳慷仁陰影夢到兇手,2023-03-29 15:52:36,book8685,TaiwanDrama,"最帥檢察官！柯佳嬿甜讚「木村慷仁」　吳慷仁陰影夢到兇手
ettoday 記者林奕如／台北報導
https://star.ettoday.net/news/2469235
吳慷仁、柯佳嬿在Netflix《模仿犯》曾是一對戀人，首度合作愉快，柯佳嬿對他稱讚有
佳，直呼台劇很少有以檢察官為題材：「木村拓哉之後就是他。」讓吳慷仁害羞搖頭。他
對檢察官一角下足功夫，拍攝期間造成心理陰影，睡著時還把劇本抱在旁邊，「我有夢到
兇手，兇手還對我笑。」他夢中角色上身回嗆：「你笑屁。」

吳慷仁、柯佳嬿、庹宗華、江宜蓉、夏騰宏演員一字排開，齊聚首映會，吳慷仁飾演檢察
官郭曉其，面對殘忍的連續殺人犯，誓言把兇手繩之以法。他事先做足田調，跟檢察官詢
問真實案件，把台詞應用在一場少年偵查庭，真實呈現實際狀況。他也把劇中每一個失蹤
少女案件詳情背下來，突遇到有一場OS，他沒有劇本，就直接把每個少女遇害時間點都說
出來，讓導演張榮吉稱讚：「有時候要靠慷仁記起一些細節連貫拍攝。」吳慷仁則直呼：
「這是自己拍過邏輯上最難拍的戲。」

庹宗華飾演即將退休刑警，拚老命奔跑追兇手，一群人凌晨在公園拍戲，他累到氣喘如牛
，就算天氣超冷，吳慷仁也累到直接在公園躺椅秒睡，被工作人員搖醒。

而江宜蓉飾演記者，她直言跟吳慷仁在《華燈初上》合作時，寶寶的角色讓她覺得很中性
，在這部戲他入戲檢察官，變得很嚴肅有男子氣概，跟私底下不太一樣。她和「阿西哥」
陳博正對戲時，也震驚前輩很入戲，「我只要看到眼神就想哭，有一次阿西哥念台詞，我
就哭了，被導演說先不要。」","[{""cmtStatus"": ""推"", ""cmtPoster"": ""ysy2003"", ""cmtContent"": "":慷仁職人專業戶"", ""cmtDate"": ""2023-03-29 18:05:00""}, {""cmtStatus"": ""→"", ""cmtPoster"": ""book8685"", ""cmtContent"": "":這個首映真的吳慷仁柯佳嬿陳博正全部都被問楊子儀"", ""cmtDate"": ""2023-03-29 18:34:00""}, {""cmtStatus"": ""推"", ""cmtPoster"": ""aax"", ""cmtContent"": "":居然有去拜訪宮部美幸本人，害我有一點點期待了（怕.jpg)"", ""cmtDate"": ""2023-03-30 09:28:00""}, {""cmtStatus"": ""推"", ""cmtPoster"": ""tanyayee"", ""cmtContent"": "":台劇塞摳!!!"", ""cmtDate"": ""2023-03-30 15:34:00""}]",36.229.81.17,2023-03-30 02:16:02,ptt
